country,year,food_supply,region,lifeexpband
Switzerland,1972,3520.0,Europe & Central Asia,H
Tajikistan,1972,,Europe & Central Asia,M
Tanzania,1972,1690.0,Sub-Saharan Africa,L
Thailand,1972,2170.0,East Asia & Pacific,H
Timor-Leste,1972,1680.0,East Asia & Pacific,M
Togo,1972,2170.0,Sub-Saharan Africa,L
Trinidad and Tobago,1972,2510.0,Latin America & Caribbean,H
Tunisia,1972,2620.0,Middle East & North Africa,H
Turkey,1972,3270.0,Europe & Central Asia,H
Turkmenistan,1972,,Europe & Central Asia,M
Uganda,1972,2430.0,Sub-Saharan Africa,L
Ukraine,1972,,Europe & Central Asia,M
United Arab Emirates,1972,2710.0,Middle East & North Africa,H
United Kingdom,1972,3170.0,Europe & Central Asia,H
United States,1972,3060.0,North America,H
Uruguay,1972,2760.0,Latin America & Caribbean,H
Uzbekistan,1972,,Europe & Central Asia,M
Vanuatu,1972,2610.0,East Asia & Pacific,L
Venezuela,1972,2270.0,Latin America & Caribbean,H
Vietnam,1972,1930.0,East Asia & Pacific,H
Yemen,1972,1840.0,Middle East & North Africa,M
Zambia,1972,2270.0,Sub-Saharan Africa,L
Zimbabwe,1972,2330.0,Sub-Saharan Africa,L
Afghanistan,1973,2720.0,South Asia,L
Albania,1973,2430.0,Europe & Central Asia,H
Algeria,1973,1850.0,Middle East & North Africa,H
Angola,1973,1920.0,Sub-Saharan Africa,L
Antigua and Barbuda,1973,1860.0,Latin America & Caribbean,H
Argentina,1973,3010.0,Latin America & Caribbean,H
Armenia,1973,,Europe & Central Asia,H
Australia,1973,3100.0,East Asia & Pacific,H
Austria,1973,3290.0,Europe & Central Asia,H
Azerbaijan,1973,,Europe & Central Asia,M
Bahamas,1973,2460.0,,H
Bangladesh,1973,1980.0,South Asia,M
Barbados,1973,2970.0,Latin America & Caribbean,H
Belarus,1973,,Europe & Central Asia,H
Belgium,1973,,Europe & Central Asia,H
Belize,1973,2310.0,Latin America & Caribbean,M
Benin,1973,1880.0,Sub-Saharan Africa,L
Bolivia,1973,1920.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1973,,Europe & Central Asia,H
Botswana,1973,1990.0,Sub-Saharan Africa,L
Brazil,1973,2390.0,Latin America & Caribbean,H
Brunei,1973,2060.0,East Asia & Pacific,H
Bulgaria,1973,3470.0,Europe & Central Asia,H
Burkina Faso,1973,1430.0,Sub-Saharan Africa,L
Cambodia,1973,1940.0,East Asia & Pacific,M
Cameroon,1973,2240.0,Sub-Saharan Africa,L
Canada,1973,2970.0,North America,H
Cape Verde,1973,1730.0,,H
Central African Republic,1973,2430.0,Sub-Saharan Africa,L
Chad,1973,1770.0,Sub-Saharan Africa,L
Chile,1973,2570.0,Latin America & Caribbean,H
China,1973,1900.0,East Asia & Pacific,H
Colombia,1973,2170.0,Latin America & Caribbean,H
"Congo, Rep.",1973,1950.0,Sub-Saharan Africa,L
Costa Rica,1973,2370.0,Latin America & Caribbean,H
Cote d'Ivoire,1973,2530.0,,L
Croatia,1973,,Europe & Central Asia,H
Cuba,1973,2610.0,Latin America & Caribbean,H
Cyprus,1973,2860.0,Europe & Central Asia,H
Czech Republic,1973,,Europe & Central Asia,H
Denmark,1973,3040.0,Europe & Central Asia,H
Djibouti,1973,1780.0,Middle East & North Africa,M
Dominica,1973,1900.0,Latin America & Caribbean,M
Dominican Republic,1973,2080.0,Latin America & Caribbean,H
Ecuador,1973,2120.0,Latin America & Caribbean,H
Egypt,1973,2350.0,Middle East & North Africa,M
El Salvador,1973,1840.0,Latin America & Caribbean,H
Estonia,1973,,Europe & Central Asia,H
Ethiopia,1973,,Sub-Saharan Africa,M
Fiji,1973,2430.0,East Asia & Pacific,M
Finland,1973,3200.0,Europe & Central Asia,H
France,1973,3270.0,Europe & Central Asia,H
Gabon,1973,1940.0,Sub-Saharan Africa,M
Gambia,1973,2070.0,,M
Georgia,1973,,Europe & Central Asia,H
Germany,1973,3170.0,Europe & Central Asia,H
Ghana,1973,2100.0,Sub-Saharan Africa,M
Greece,1973,3420.0,Europe & Central Asia,H
Grenada,1973,2150.0,Latin America & Caribbean,M
Guatemala,1973,2060.0,Latin America & Caribbean,M
Guinea,1973,2150.0,Sub-Saharan Africa,L
Guinea-Bissau,1973,1570.0,Sub-Saharan Africa,L
Guyana,1973,2350.0,Latin America & Caribbean,M
Haiti,1973,1930.0,Latin America & Caribbean,L
Honduras,1973,2040.0,Latin America & Caribbean,M
Hungary,1973,3260.0,Europe & Central Asia,H
Iceland,1973,2950.0,Europe & Central Asia,H
India,1973,2050.0,South Asia,M
Indonesia,1973,2080.0,East Asia & Pacific,M
Iran,1973,2330.0,Middle East & North Africa,H
Iraq,1973,2110.0,Middle East & North Africa,M
Ireland,1973,3480.0,Europe & Central Asia,H
Israel,1973,3310.0,Middle East & North Africa,H
Italy,1973,3570.0,Europe & Central Asia,H
Jamaica,1973,2540.0,Latin America & Caribbean,H
Japan,1973,2770.0,East Asia & Pacific,H
Jordan,1973,2150.0,Middle East & North Africa,H
Kazakhstan,1973,,Europe & Central Asia,M
Kenya,1973,2300.0,Sub-Saharan Africa,M
Kiribati,1973,2870.0,East Asia & Pacific,L
Kuwait,1973,2500.0,Middle East & North Africa,H
Kyrgyz Republic,1973,,Europe & Central Asia,M
Lao,1973,1990.0,,M
Latvia,1973,,Europe & Central Asia,H
Lebanon,1973,2500.0,Middle East & North Africa,H
Lesotho,1973,1980.0,Sub-Saharan Africa,L
Liberia,1973,2390.0,Sub-Saharan Africa,L
Lithuania,1973,,Europe & Central Asia,H
Luxembourg,1973,,Europe & Central Asia,H
"Macedonia, FYR",1973,,Europe & Central Asia,H
Madagascar,1973,2500.0,Sub-Saharan Africa,L
Malawi,1973,2420.0,Sub-Saharan Africa,L
Malaysia,1973,2600.0,East Asia & Pacific,H
Maldives,1973,1830.0,South Asia,H
Mali,1973,1650.0,Sub-Saharan Africa,L
Malta,1973,3090.0,Middle East & North Africa,H
Mauritania,1973,2000.0,Sub-Saharan Africa,M
Mauritius,1973,2380.0,Sub-Saharan Africa,H
Mexico,1973,2610.0,Latin America & Caribbean,H
Moldova,1973,,Europe & Central Asia,M
Mongolia,1973,2190.0,East Asia & Pacific,M
Montenegro,1973,,Europe & Central Asia,H
Morocco,1973,2440.0,Middle East & North Africa,H
Mozambique,1973,1940.0,Sub-Saharan Africa,L
Myanmar,1973,1460.0,East Asia & Pacific,M
Namibia,1973,2180.0,Sub-Saharan Africa,L
Nepal,1973,1770.0,South Asia,M
Netherlands,1973,3110.0,Europe & Central Asia,H
New Zealand,1973,3090.0,East Asia & Pacific,H
Nicaragua,1973,2050.0,Latin America & Caribbean,H
Niger,1973,2000.0,Sub-Saharan Africa,L
Nigeria,1973,1770.0,Sub-Saharan Africa,L
North Korea,1973,2150.0,East Asia & Pacific,M
Norway,1973,3090.0,Europe & Central Asia,H
Oman,1973,,Middle East & North Africa,H
Pakistan,1973,2330.0,South Asia,M
Panama,1973,2190.0,Latin America & Caribbean,H
Paraguay,1973,2450.0,Latin America & Caribbean,H
Peru,1973,2100.0,Latin America & Caribbean,H
Philippines,1973,1870.0,East Asia & Pacific,M
Poland,1973,3500.0,Europe & Central Asia,H
Portugal,1973,2980.0,Europe & Central Asia,H
Romania,1973,3070.0,Europe & Central Asia,H
Russia,1973,,Europe & Central Asia,M
Rwanda,1973,2180.0,Sub-Saharan Africa,M
Samoa,1973,2280.0,East Asia & Pacific,M
Sao Tome and Principe,1973,2050.0,,M
Saudi Arabia,1973,1680.0,Middle East & North Africa,H
Senegal,1973,2240.0,Sub-Saharan Africa,M
Serbia,1973,,Europe & Central Asia,H
Sierra Leone,1973,2190.0,Sub-Saharan Africa,L
Slovak Republic,1973,,Europe & Central Asia,H
Slovenia,1973,,Europe & Central Asia,H
Solomon Islands,1973,2190.0,East Asia & Pacific,L
South Africa,1973,2900.0,Sub-Saharan Africa,L
South Korea,1973,3060.0,East Asia & Pacific,H
Spain,1973,2840.0,Europe & Central Asia,H
Sri Lanka,1973,2190.0,South Asia,H
St. Kitts and Nevis,1973,2180.0,Latin America & Caribbean,
St. Lucia,1973,1940.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1973,2260.0,Latin America & Caribbean,M
Sudan,1973,2010.0,Sub-Saharan Africa,M
Suriname,1973,2220.0,Latin America & Caribbean,M
Swaziland,1973,2370.0,Sub-Saharan Africa,L
Sweden,1973,2860.0,Europe & Central Asia,H
Switzerland,1973,3540.0,Europe & Central Asia,H
Tajikistan,1973,,Europe & Central Asia,M
Tanzania,1973,1820.0,Sub-Saharan Africa,L
Thailand,1973,2270.0,East Asia & Pacific,H
Timor-Leste,1973,1720.0,East Asia & Pacific,M
Togo,1973,2050.0,Sub-Saharan Africa,L
Trinidad and Tobago,1973,2560.0,Latin America & Caribbean,H
Tunisia,1973,2610.0,Middle East & North Africa,H
Turkey,1973,3180.0,Europe & Central Asia,H
Turkmenistan,1973,,Europe & Central Asia,M
Uganda,1973,2320.0,Sub-Saharan Africa,L
Ukraine,1973,,Europe & Central Asia,M
United Arab Emirates,1973,3340.0,Middle East & North Africa,H
United Kingdom,1973,3240.0,Europe & Central Asia,H
United States,1973,3040.0,North America,H
Uruguay,1973,2740.0,Latin America & Caribbean,H
Uzbekistan,1973,,Europe & Central Asia,M
Vanuatu,1973,2580.0,East Asia & Pacific,L
Venezuela,1973,2270.0,Latin America & Caribbean,H
Vietnam,1973,1970.0,East Asia & Pacific,H
Yemen,1973,1870.0,Middle East & North Africa,M
Zambia,1973,2310.0,Sub-Saharan Africa,L
Zimbabwe,1973,2320.0,Sub-Saharan Africa,L
Afghanistan,1974,2710.0,South Asia,L
Albania,1974,2490.0,Europe & Central Asia,H
Algeria,1974,1980.0,Middle East & North Africa,H
Angola,1974,1880.0,Sub-Saharan Africa,L
Antigua and Barbuda,1974,1800.0,Latin America & Caribbean,H
Argentina,1974,3200.0,Latin America & Caribbean,H
Armenia,1974,,Europe & Central Asia,H
Australia,1974,3020.0,East Asia & Pacific,H
Austria,1974,3200.0,Europe & Central Asia,H
Azerbaijan,1974,,Europe & Central Asia,M
Bahamas,1974,2400.0,,H
Bangladesh,1974,2050.0,South Asia,M
Barbados,1974,2860.0,Latin America & Caribbean,H
Belarus,1974,,Europe & Central Asia,H
Belgium,1974,,Europe & Central Asia,H
Belize,1974,2380.0,Latin America & Caribbean,M
Benin,1974,1750.0,Sub-Saharan Africa,L
Bolivia,1974,2060.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1974,,Europe & Central Asia,H
Botswana,1974,1870.0,Sub-Saharan Africa,L
Brazil,1974,2480.0,Latin America & Caribbean,H
Brunei,1974,2080.0,East Asia & Pacific,H
Bulgaria,1974,3450.0,Europe & Central Asia,H
Burkina Faso,1974,1460.0,Sub-Saharan Africa,L
Cambodia,1974,1900.0,East Asia & Pacific,M
Cameroon,1974,2360.0,Sub-Saharan Africa,L
Canada,1974,2970.0,North America,H
Cape Verde,1974,1680.0,,H
Central African Republic,1974,2530.0,Sub-Saharan Africa,L
Chad,1974,1790.0,Sub-Saharan Africa,L
Chile,1974,2720.0,Latin America & Caribbean,H
China,1974,1890.0,East Asia & Pacific,H
Colombia,1974,2250.0,Latin America & Caribbean,H
"Congo, Rep.",1974,1900.0,Sub-Saharan Africa,L
Costa Rica,1974,2380.0,Latin America & Caribbean,H
Cote d'Ivoire,1974,2530.0,,L
Croatia,1974,,Europe & Central Asia,H
Cuba,1974,2830.0,Latin America & Caribbean,H
Cyprus,1974,2420.0,Europe & Central Asia,H
Czech Republic,1974,,Europe & Central Asia,H
Denmark,1974,3040.0,Europe & Central Asia,H
Djibouti,1974,1690.0,Middle East & North Africa,M
Dominica,1974,1940.0,Latin America & Caribbean,M
Dominican Republic,1974,2120.0,Latin America & Caribbean,H
Ecuador,1974,2130.0,Latin America & Caribbean,H
Egypt,1974,2390.0,Middle East & North Africa,M
El Salvador,1974,1890.0,Latin America & Caribbean,H
Estonia,1974,,Europe & Central Asia,H
Ethiopia,1974,,Sub-Saharan Africa,M
Fiji,1974,2320.0,East Asia & Pacific,M
Finland,1974,3150.0,Europe & Central Asia,H
France,1974,3270.0,Europe & Central Asia,H
Gabon,1974,2110.0,Sub-Saharan Africa,M
Gambia,1974,1950.0,,M
Georgia,1974,,Europe & Central Asia,H
Germany,1974,3110.0,Europe & Central Asia,H
Ghana,1974,2140.0,Sub-Saharan Africa,M
Greece,1974,3360.0,Europe & Central Asia,H
Grenada,1974,2060.0,Latin America & Caribbean,M
Guatemala,1974,2040.0,Latin America & Caribbean,M
Guinea,1974,2130.0,Sub-Saharan Africa,L
Guinea-Bissau,1974,1610.0,Sub-Saharan Africa,L
Guyana,1974,2400.0,Latin America & Caribbean,M
Haiti,1974,1930.0,Latin America & Caribbean,L
Honduras,1974,2010.0,Latin America & Caribbean,M
Hungary,1974,3380.0,Europe & Central Asia,H
Iceland,1974,2950.0,Europe & Central Asia,H
India,1974,1940.0,South Asia,M
Indonesia,1974,2090.0,East Asia & Pacific,M
Iran,1974,2400.0,Middle East & North Africa,H
Iraq,1974,2150.0,Middle East & North Africa,M
Ireland,1974,3520.0,Europe & Central Asia,H
Israel,1974,3220.0,Middle East & North Africa,H
Italy,1974,3480.0,Europe & Central Asia,H
Jamaica,1974,2620.0,Latin America & Caribbean,H
Japan,1974,2740.0,East Asia & Pacific,H
Jordan,1974,2170.0,Middle East & North Africa,H
Kazakhstan,1974,,Europe & Central Asia,M
Kenya,1974,2320.0,Sub-Saharan Africa,M
Kiribati,1974,2890.0,East Asia & Pacific,L
Kuwait,1974,2500.0,Middle East & North Africa,H
Kyrgyz Republic,1974,,Europe & Central Asia,M
Lao,1974,1950.0,,M
Latvia,1974,,Europe & Central Asia,H
Lebanon,1974,2500.0,Middle East & North Africa,H
Lesotho,1974,2100.0,Sub-Saharan Africa,L
Liberia,1974,2400.0,Sub-Saharan Africa,L
Lithuania,1974,,Europe & Central Asia,H
Luxembourg,1974,,Europe & Central Asia,H
"Macedonia, FYR",1974,,Europe & Central Asia,H
Madagascar,1974,2560.0,Sub-Saharan Africa,L
Malawi,1974,2410.0,Sub-Saharan Africa,L
Malaysia,1974,2640.0,East Asia & Pacific,H
Maldives,1974,1810.0,South Asia,H
Mali,1974,1790.0,Sub-Saharan Africa,L
Malta,1974,3070.0,Middle East & North Africa,H
Mauritania,1974,1980.0,Sub-Saharan Africa,M
Mauritius,1974,2420.0,Sub-Saharan Africa,H
Mexico,1974,2640.0,Latin America & Caribbean,H
Moldova,1974,,Europe & Central Asia,M
Mongolia,1974,2170.0,East Asia & Pacific,M
Montenegro,1974,,Europe & Central Asia,H
Morocco,1974,2500.0,Middle East & North Africa,H
Mozambique,1974,1870.0,Sub-Saharan Africa,L
Myanmar,1974,1500.0,East Asia & Pacific,M
Namibia,1974,2160.0,Sub-Saharan Africa,L
Nepal,1974,1760.0,South Asia,M
Netherlands,1974,3140.0,Europe & Central Asia,H
New Zealand,1974,3090.0,East Asia & Pacific,H
Nicaragua,1974,2010.0,Latin America & Caribbean,H
Niger,1974,2000.0,Sub-Saharan Africa,L
Nigeria,1974,1880.0,Sub-Saharan Africa,L
North Korea,1974,2060.0,East Asia & Pacific,M
Norway,1974,2980.0,Europe & Central Asia,H
Oman,1974,,Middle East & North Africa,H
Pakistan,1974,2330.0,South Asia,M
Panama,1974,2380.0,Latin America & Caribbean,H
Paraguay,1974,2470.0,Latin America & Caribbean,H
Peru,1974,2120.0,Latin America & Caribbean,H
Philippines,1974,1970.0,East Asia & Pacific,M
Poland,1974,3520.0,Europe & Central Asia,H
Portugal,1974,3050.0,Europe & Central Asia,H
Romania,1974,3140.0,Europe & Central Asia,H
Russia,1974,,Europe & Central Asia,M
Rwanda,1974,2140.0,Sub-Saharan Africa,M
Samoa,1974,2340.0,East Asia & Pacific,M
Sao Tome and Principe,1974,1880.0,,M
Saudi Arabia,1974,1680.0,Middle East & North Africa,H
Senegal,1974,2260.0,Sub-Saharan Africa,M
Serbia,1974,,Europe & Central Asia,H
Sierra Leone,1974,2150.0,Sub-Saharan Africa,L
Slovak Republic,1974,,Europe & Central Asia,H
Slovenia,1974,,Europe & Central Asia,H
Solomon Islands,1974,2230.0,East Asia & Pacific,L
South Africa,1974,2880.0,Sub-Saharan Africa,L
South Korea,1974,3030.0,East Asia & Pacific,H
Spain,1974,3080.0,Europe & Central Asia,H
Sri Lanka,1974,2180.0,South Asia,H
St. Kitts and Nevis,1974,2280.0,Latin America & Caribbean,
St. Lucia,1974,1910.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1974,2150.0,Latin America & Caribbean,M
Sudan,1974,2050.0,Sub-Saharan Africa,M
Suriname,1974,2230.0,Latin America & Caribbean,M
Swaziland,1974,2380.0,Sub-Saharan Africa,L
Sweden,1974,2890.0,Europe & Central Asia,H
Switzerland,1974,3410.0,Europe & Central Asia,H
Tajikistan,1974,,Europe & Central Asia,M
Tanzania,1974,1900.0,Sub-Saharan Africa,L
Thailand,1974,2270.0,East Asia & Pacific,H
Timor-Leste,1974,1720.0,East Asia & Pacific,M
Togo,1974,1930.0,Sub-Saharan Africa,L
Trinidad and Tobago,1974,2660.0,Latin America & Caribbean,H
Tunisia,1974,2690.0,Middle East & North Africa,H
Turkey,1974,3190.0,Europe & Central Asia,H
Turkmenistan,1974,,Europe & Central Asia,M
Uganda,1974,2360.0,Sub-Saharan Africa,L
Ukraine,1974,,Europe & Central Asia,M
United Arab Emirates,1974,3010.0,Middle East & North Africa,H
United Kingdom,1974,3120.0,Europe & Central Asia,H
United States,1974,3030.0,North America,H
Uruguay,1974,2920.0,Latin America & Caribbean,H
Uzbekistan,1974,,Europe & Central Asia,M
Vanuatu,1974,2640.0,East Asia & Pacific,L
Venezuela,1974,2280.0,Latin America & Caribbean,H
Vietnam,1974,1970.0,East Asia & Pacific,H
Yemen,1974,1870.0,Middle East & North Africa,M
Zambia,1974,2310.0,Sub-Saharan Africa,L
Zimbabwe,1974,2320.0,Sub-Saharan Africa,L
Afghanistan,1975,2750.0,South Asia,L
Albania,1975,2490.0,Europe & Central Asia,H
Algeria,1975,2060.0,Middle East & North Africa,H
Angola,1975,1860.0,Sub-Saharan Africa,L
Antigua and Barbuda,1975,1860.0,Latin America & Caribbean,H
Argentina,1975,3260.0,Latin America & Caribbean,H
Armenia,1975,,Europe & Central Asia,H
Australia,1975,3090.0,East Asia & Pacific,H
Austria,1975,3140.0,Europe & Central Asia,H
Azerbaijan,1975,,Europe & Central Asia,M
Bahamas,1975,2340.0,,H
Bangladesh,1975,1950.0,South Asia,M
Barbados,1975,2790.0,Latin America & Caribbean,H
Belarus,1975,,Europe & Central Asia,H
Belgium,1975,,Europe & Central Asia,H
Belize,1975,2410.0,Latin America & Caribbean,M
Benin,1975,1600.0,Sub-Saharan Africa,L
Bolivia,1975,2130.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1975,,Europe & Central Asia,H
Botswana,1975,1950.0,Sub-Saharan Africa,L
Brazil,1975,2490.0,Latin America & Caribbean,H
Brunei,1975,2100.0,East Asia & Pacific,H
Bulgaria,1975,3500.0,Europe & Central Asia,H
Burkina Faso,1975,1510.0,Sub-Saharan Africa,L
Cambodia,1975,1600.0,East Asia & Pacific,M
Cameroon,1975,2330.0,Sub-Saharan Africa,L
Canada,1975,2880.0,North America,H
Cape Verde,1975,1720.0,,H
Central African Republic,1975,2380.0,Sub-Saharan Africa,L
Chad,1975,1720.0,Sub-Saharan Africa,L
Chile,1975,2490.0,Latin America & Caribbean,H
China,1975,1910.0,East Asia & Pacific,H
Colombia,1975,2290.0,Latin America & Caribbean,H
"Congo, Rep.",1975,2000.0,Sub-Saharan Africa,L
Costa Rica,1975,2430.0,Latin America & Caribbean,H
Cote d'Ivoire,1975,2700.0,,L
Croatia,1975,,Europe & Central Asia,H
Cuba,1975,2680.0,Latin America & Caribbean,H
Cyprus,1975,2380.0,Europe & Central Asia,H
Czech Republic,1975,,Europe & Central Asia,H
Denmark,1975,2990.0,Europe & Central Asia,H
Djibouti,1975,1660.0,Middle East & North Africa,M
Dominica,1975,1990.0,Latin America & Caribbean,M
Dominican Republic,1975,2080.0,Latin America & Caribbean,H
Ecuador,1975,2230.0,Latin America & Caribbean,H
Egypt,1975,2430.0,Middle East & North Africa,M
El Salvador,1975,2030.0,Latin America & Caribbean,H
Estonia,1975,,Europe & Central Asia,H
Ethiopia,1975,,Sub-Saharan Africa,M
Fiji,1975,2340.0,East Asia & Pacific,M
Finland,1975,3210.0,Europe & Central Asia,H
France,1975,3240.0,Europe & Central Asia,H
Gabon,1975,2200.0,Sub-Saharan Africa,M
Gambia,1975,1810.0,,M
Georgia,1975,,Europe & Central Asia,H
Germany,1975,3120.0,Europe & Central Asia,H
Ghana,1975,2020.0,Sub-Saharan Africa,M
Greece,1975,3340.0,Europe & Central Asia,H
Grenada,1975,2050.0,Latin America & Caribbean,M
Guatemala,1975,2120.0,Latin America & Caribbean,M
Guinea,1975,2170.0,Sub-Saharan Africa,L
Guinea-Bissau,1975,1680.0,Sub-Saharan Africa,L
Guyana,1975,2420.0,Latin America & Caribbean,M
Haiti,1975,1930.0,Latin America & Caribbean,L
Honduras,1975,2080.0,Latin America & Caribbean,M
Hungary,1975,3380.0,Europe & Central Asia,H
Iceland,1975,2980.0,Europe & Central Asia,H
India,1975,2060.0,South Asia,M
Indonesia,1975,2080.0,East Asia & Pacific,M
Iran,1975,2430.0,Middle East & North Africa,H
Iraq,1975,2200.0,Middle East & North Africa,M
Ireland,1975,3470.0,Europe & Central Asia,H
Israel,1975,3190.0,Middle East & North Africa,H
Italy,1975,3390.0,Europe & Central Asia,H
Jamaica,1975,2650.0,Latin America & Caribbean,H
Japan,1975,2720.0,East Asia & Pacific,H
Jordan,1975,2140.0,Middle East & North Africa,H
Kazakhstan,1975,,Europe & Central Asia,M
Kenya,1975,2310.0,Sub-Saharan Africa,M
Kiribati,1975,2910.0,East Asia & Pacific,L
Kuwait,1975,2540.0,Middle East & North Africa,H
Kyrgyz Republic,1975,,Europe & Central Asia,M
Lao,1975,1930.0,,M
Latvia,1975,,Europe & Central Asia,H
Lebanon,1975,2440.0,Middle East & North Africa,H
Lesotho,1975,2080.0,Sub-Saharan Africa,L
Liberia,1975,2270.0,Sub-Saharan Africa,L
Lithuania,1975,,Europe & Central Asia,H
Luxembourg,1975,,Europe & Central Asia,H
"Macedonia, FYR",1975,,Europe & Central Asia,H
Madagascar,1975,2540.0,Sub-Saharan Africa,L
Malawi,1975,2380.0,Sub-Saharan Africa,L
Malaysia,1975,2600.0,East Asia & Pacific,H
Maldives,1975,1780.0,South Asia,H
Mali,1975,1860.0,Sub-Saharan Africa,L
Malta,1975,3220.0,Middle East & North Africa,H
Mauritania,1975,1960.0,Sub-Saharan Africa,M
Mauritius,1975,2480.0,Sub-Saharan Africa,H
Mexico,1975,2720.0,Latin America & Caribbean,H
Moldova,1975,,Europe & Central Asia,M
Mongolia,1975,2190.0,East Asia & Pacific,M
Montenegro,1975,,Europe & Central Asia,H
Morocco,1975,2620.0,Middle East & North Africa,H
Mozambique,1975,1830.0,Sub-Saharan Africa,L
Myanmar,1975,1480.0,East Asia & Pacific,M
Namibia,1975,2140.0,Sub-Saharan Africa,L
Nepal,1975,1690.0,South Asia,M
Netherlands,1975,2970.0,Europe & Central Asia,H
New Zealand,1975,3130.0,East Asia & Pacific,H
Nicaragua,1975,2040.0,Latin America & Caribbean,H
Niger,1975,2010.0,Sub-Saharan Africa,L
Nigeria,1975,1840.0,Sub-Saharan Africa,L
North Korea,1975,2130.0,East Asia & Pacific,M
Norway,1975,2970.0,Europe & Central Asia,H
Oman,1975,,Middle East & North Africa,H
Pakistan,1975,2250.0,South Asia,M
Panama,1975,2370.0,Latin America & Caribbean,H
Paraguay,1975,2380.0,Latin America & Caribbean,H
Peru,1975,2190.0,Latin America & Caribbean,H
Philippines,1975,2010.0,East Asia & Pacific,M
Poland,1975,3540.0,Europe & Central Asia,H
